Left-to-right mark	369817	por	Qual o lugar mais bonito do mundo?‎	MUIRIEL	2010-03-07 22:21:42	2010-07-30 15:38:33
English quotation marks: unopened closing mark	6878698	por	"Ó pai, leva contigo / as alfaias do culto e os penates da pátria; / de mãos manchadas pelo sangue derramado / nos combates ferozes desta noite, / cometeria eu sacrilégio se os tocasse / sem me purificar em límpida corrente.”	carlosalberto	2018-05-06 22:00:44	2018-05-06 22:00:44
Straight quotation marks: odd number	6878698	por	"Ó pai, leva contigo / as alfaias do culto e os penates da pátria; / de mãos manchadas pelo sangue derramado / nos combates ferozes desta noite, / cometeria eu sacrilégio se os tocasse / sem me purificar em límpida corrente.”	carlosalberto	2018-05-06 22:00:44	2018-05-06 22:00:44
Quotation marks: mixed curly and straight	6878698	por	"Ó pai, leva contigo / as alfaias do culto e os penates da pátria; / de mãos manchadas pelo sangue derramado / nos combates ferozes desta noite, / cometeria eu sacrilégio se os tocasse / sem me purificar em límpida corrente.”	carlosalberto	2018-05-06 22:00:44	2018-05-06 22:00:44
Cyrillic characters: possible homoglyphs	6885226	por	Em Russo, eu não posso dizer "eu vim" sem, simultaneamente, deixar claramente subentendido que eu sou um homem – Ya prishol [Я пришел] – ou uma mulher – Ya prishlá [Я пришлa] .	carlosalberto	2018-05-10 12:16:10	2018-05-10 12:16:10
Period: preceeded by space	6885226	por	Em Russo, eu não posso dizer "eu vim" sem, simultaneamente, deixar claramente subentendido que eu sou um homem – Ya prishol [Я пришел] – ou uma mulher – Ya prishlá [Я пришлa] .	carlosalberto	2018-05-10 12:16:10	2018-05-10 12:16:10
English quotation marks: unclosed opening mark	6891533	por	Então ela / tenta tranquilizar-me assim falando: / “Meu terno esposo, de que vale te entregares / aos excessos da dor?"	carlosalberto	2018-05-14 17:52:02	2018-05-14 17:52:02
Straight quotation marks: odd number	6891533	por	Então ela / tenta tranquilizar-me assim falando: / “Meu terno esposo, de que vale te entregares / aos excessos da dor?"	carlosalberto	2018-05-14 17:52:02	2018-05-14 17:52:02
Quotation marks: mixed curly and straight	6891533	por	Então ela / tenta tranquilizar-me assim falando: / “Meu terno esposo, de que vale te entregares / aos excessos da dor?"	carlosalberto	2018-05-14 17:52:02	2018-05-14 17:52:02
English quotation marks: unopened closing mark	6893008	por	"Agora, adeus, meu bom Eneias; / ama por ti e por mim o nosso filho.”	carlosalberto	2018-05-15 19:34:18	2018-05-15 19:34:18
Straight quotation marks: odd number	6893008	por	"Agora, adeus, meu bom Eneias; / ama por ti e por mim o nosso filho.”	carlosalberto	2018-05-15 19:34:18	2018-05-15 19:34:18
Quotation marks: mixed curly and straight	6893008	por	"Agora, adeus, meu bom Eneias; / ama por ti e por mim o nosso filho.”	carlosalberto	2018-05-15 19:34:18	2018-05-15 19:34:18
Final punctuation	6905987	por	É um réptil que descansa ao sol	kenzonaya	2018-05-23 05:11:55	2018-05-23 05:13:36
Final punctuation	6932270	por	Quando, porém, terceiro ramo com mais força / puxo, no chão fincando os joelhos (contarei / ou calar é melhor?), aos meus ouvidos chegam / desde o fundo do túmulo uns gemidos / e a voz de alguém que em pranto assim se queixa:	carlosalberto	2018-06-06 14:59:15	2018-06-06 14:59:15
Ellipsis: too short	6937453	por	Eu te falei que isso não funcionou..	Ricardo14	2018-06-10 11:06:27	2018-06-10 11:08:19
Final punctuation	6956413	por	O Tom vai nos encontrar,	Ricardo14	2018-06-22 04:55:57	2018-06-22 04:55:57
Final punctuation	6959104	por	Você mereceu isso	vekiano	2018-06-23 12:55:17	2018-06-23 12:55:17
Final punctuation	6959771	por	Eu não estou nem um pouco preocupado	Ricardo14	2018-06-24 02:15:14	2018-06-24 02:15:14
Final punctuation	6969280	por	Essa não é a hora e nem o lugar,	Ricardo14	2018-06-29 09:28:32	2018-06-29 09:28:32
Final punctuation	6970159	por	Mal terminava, eis de repente tudo em volta / sinto tremer – umbrais, o bosque de loureiros / do deus, o monte inteiro – qual em curso / um terremoto, e no santuário, agora aberto, / ouço gemer a trípode febeia. / Humildes prosternamo-nos e ouvimos / uma voz que nos diz:	carlosalberto	2018-06-29 21:31:04	2018-06-29 22:11:43
English quotation marks: unclosed opening mark	6977985	por	Então meu pai, velhas histórias recordando, / diz: “Escutai-me, ó grandes chefes, e tomai / conhecimento do que vos espera."	carlosalberto	2018-07-04 21:08:40	2018-07-04 21:08:40
Straight quotation marks: odd number	6977985	por	Então meu pai, velhas histórias recordando, / diz: “Escutai-me, ó grandes chefes, e tomai / conhecimento do que vos espera."	carlosalberto	2018-07-04 21:08:40	2018-07-04 21:08:40
Quotation marks: mixed curly and straight	6977985	por	Então meu pai, velhas histórias recordando, / diz: “Escutai-me, ó grandes chefes, e tomai / conhecimento do que vos espera."	carlosalberto	2018-07-04 21:08:40	2018-07-04 21:08:40
English quotation marks: unopened closing mark	6980157	por	"Ânimo, pois, vamos seguir a rota / que os deuses nos indicam. Propiciemos / os ventos e partamos para o reino / de Cnossos, que daqui não fica longe; / se nos assiste Júpiter, a frota / em três dias fundeia em litoral cretense.”	carlosalberto	2018-07-06 13:05:38	2018-07-06 13:05:38
Straight quotation marks: odd number	6980157	por	"Ânimo, pois, vamos seguir a rota / que os deuses nos indicam. Propiciemos / os ventos e partamos para o reino / de Cnossos, que daqui não fica longe; / se nos assiste Júpiter, a frota / em três dias fundeia em litoral cretense.”	carlosalberto	2018-07-06 13:05:38	2018-07-06 13:05:38
Quotation marks: mixed curly and straight	6980157	por	"Ânimo, pois, vamos seguir a rota / que os deuses nos indicam. Propiciemos / os ventos e partamos para o reino / de Cnossos, que daqui não fica longe; / se nos assiste Júpiter, a frota / em três dias fundeia em litoral cretense.”	carlosalberto	2018-07-06 13:05:38	2018-07-06 13:05:38
Final punctuation	6994604	por	Diga isso em francês, por favor,	Ricardo14	2018-07-14 15:44:48	2018-07-14 15:44:48
Final punctuation	6995410	por	Vocês não tiveram pesadelos,	iart61	2018-07-14 22:57:25	2018-07-14 22:57:25
Final punctuation	7004039	por	Caíra a noite e sobre a terra o sono / apoderava-se de toda a humana gente. / As sagradas imagens dos penates / troianos, que, do incêndio da cidade / resgatando, eu comigo transportara, / eis do meu leito, qual num sonho, vejo erguer-se / à minha frente, bem iluminadas / pelo esplendor que a lua cheia difundia / através da janela aberta do meu quarto. / E pareceu-me ouvi-las proferir, / para tranquilizar-me, estas palavras:	carlosalberto	2018-07-18 16:47:58	2018-07-23 21:58:52
English quotation marks: unclosed opening mark	7004591	por	“Tudo o que Apolo te diria quando a Delos / tivesses retornado, ele aqui mesmo / irá vaticinar; com tal encargo, / expressamente, o deus a ti nos manda."	carlosalberto	2018-07-18 22:31:37	2018-07-18 22:31:37
Straight quotation marks: odd number	7004591	por	“Tudo o que Apolo te diria quando a Delos / tivesses retornado, ele aqui mesmo / irá vaticinar; com tal encargo, / expressamente, o deus a ti nos manda."	carlosalberto	2018-07-18 22:31:37	2018-07-18 22:31:37
Quotation marks: mixed curly and straight	7004591	por	“Tudo o que Apolo te diria quando a Delos / tivesses retornado, ele aqui mesmo / irá vaticinar; com tal encargo, / expressamente, o deus a ti nos manda."	carlosalberto	2018-07-18 22:31:37	2018-07-18 22:31:37
English quotation marks: unclosed opening mark	7007012	por	Depois me diz: “Meu filho, que o destino / de Ílion tem posto à prova, tais sucessos / Cassandra apenas eu ouvi vaticinar, / aludindo a essa terra, agora lembro, / aos nossos destinada e que por vezes / ela chamava Hespéria, Itália às vezes."	carlosalberto	2018-07-20 14:21:26	2018-07-20 14:21:26
Straight quotation marks: odd number	7007012	por	Depois me diz: “Meu filho, que o destino / de Ílion tem posto à prova, tais sucessos / Cassandra apenas eu ouvi vaticinar, / aludindo a essa terra, agora lembro, / aos nossos destinada e que por vezes / ela chamava Hespéria, Itália às vezes."	carlosalberto	2018-07-20 14:21:26	2018-07-20 14:21:26
Quotation marks: mixed curly and straight	7007012	por	Depois me diz: “Meu filho, que o destino / de Ílion tem posto à prova, tais sucessos / Cassandra apenas eu ouvi vaticinar, / aludindo a essa terra, agora lembro, / aos nossos destinada e que por vezes / ela chamava Hespéria, Itália às vezes."	carlosalberto	2018-07-20 14:21:26	2018-07-20 14:21:26
English quotation marks: unopened closing mark	7007271	por	"Porém, quem haveria de pensar / que os troianos um dia migrariam / para a distante Hespéria; quem daria / crédito então às profecias de Cassandra? / A Febo obedeçamos e, advertidos, / sigamos-lhe a mais clara indicação.”	carlosalberto	2018-07-20 16:13:46	2018-07-20 16:13:46
Straight quotation marks: odd number	7007271	por	"Porém, quem haveria de pensar / que os troianos um dia migrariam / para a distante Hespéria; quem daria / crédito então às profecias de Cassandra? / A Febo obedeçamos e, advertidos, / sigamos-lhe a mais clara indicação.”	carlosalberto	2018-07-20 16:13:46	2018-07-20 16:13:46
Quotation marks: mixed curly and straight	7007271	por	"Porém, quem haveria de pensar / que os troianos um dia migrariam / para a distante Hespéria; quem daria / crédito então às profecias de Cassandra? / A Febo obedeçamos e, advertidos, / sigamos-lhe a mais clara indicação.”	carlosalberto	2018-07-20 16:13:46	2018-07-20 16:13:46
English quotation marks: unclosed opening mark	7020052	por	Apenas uma pousa no alto de um rochedo – / Celeno, profetisa da desgraça, / que faz romper do peito estas palavras: / “Filhos de Laomedonte, é pois com guerra / que desejais indenizar-nos da matança / de nossos bois, é a guerra o preço dos novilhos / sacrificados? Pretendeis mesmo as Harpias / sem motivo expulsar do pátrio reino?"	carlosalberto	2018-07-25 13:46:24	2018-07-25 13:46:24
Straight quotation marks: odd number	7020052	por	Apenas uma pousa no alto de um rochedo – / Celeno, profetisa da desgraça, / que faz romper do peito estas palavras: / “Filhos de Laomedonte, é pois com guerra / que desejais indenizar-nos da matança / de nossos bois, é a guerra o preço dos novilhos / sacrificados? Pretendeis mesmo as Harpias / sem motivo expulsar do pátrio reino?"	carlosalberto	2018-07-25 13:46:24	2018-07-25 13:46:24
Quotation marks: mixed curly and straight	7020052	por	Apenas uma pousa no alto de um rochedo – / Celeno, profetisa da desgraça, / que faz romper do peito estas palavras: / “Filhos de Laomedonte, é pois com guerra / que desejais indenizar-nos da matança / de nossos bois, é a guerra o preço dos novilhos / sacrificados? Pretendeis mesmo as Harpias / sem motivo expulsar do pátrio reino?"	carlosalberto	2018-07-25 13:46:24	2018-07-25 13:46:24
English quotation marks: unopened closing mark	7020656	por	"Porém, não cingireis de muros a cidade / que vos é destinada, antes que a fome / mais pungente vos force, por castigo / desse ataque ultrajante que sofremos, / a roer e devorar as vossas próprias mesas.”	carlosalberto	2018-07-25 18:27:51	2018-07-25 18:27:51
Straight quotation marks: odd number	7020656	por	"Porém, não cingireis de muros a cidade / que vos é destinada, antes que a fome / mais pungente vos force, por castigo / desse ataque ultrajante que sofremos, / a roer e devorar as vossas próprias mesas.”	carlosalberto	2018-07-25 18:27:51	2018-07-25 18:27:51
Quotation marks: mixed curly and straight	7020656	por	"Porém, não cingireis de muros a cidade / que vos é destinada, antes que a fome / mais pungente vos force, por castigo / desse ataque ultrajante que sofremos, / a roer e devorar as vossas próprias mesas.”	carlosalberto	2018-07-25 18:27:51	2018-07-25 18:27:51
Final punctuation	7033427	por	O Tom é incrivelmente ingênuo,	Ricardo14	2018-07-30 23:55:23	2018-07-30 23:55:23
Final punctuation	7033428	por	O Tom é inacreditavelmente ingênuo,	Ricardo14	2018-07-30 23:55:41	2018-07-30 23:55:41
Final punctuation	7041831	por	Quando me vê chegar acompanhado / de guerreiros troianos, toma um susto / tão grande, que desmaia, o calor lhe fugindo / de todo o corpo; só depois de muito tempo / consegue recobrar-se e me dizer:	carlosalberto	2018-08-03 20:10:02	2018-08-03 20:10:02
Final punctuation	7047159	por	Diante de tanto desespero, me perturbo / e mal consigo balbuciar estas palavras:	carlosalberto	2018-08-06 14:56:26	2018-08-06 14:56:26
English quotation marks: unclosed opening mark	7048089	por	“Eu vivo, sim, embora a vida arraste / entre as mais sérias e mais duras provações; / de qualquer forma, ainda respiro, podes crer / no que estás vendo."	carlosalberto	2018-08-07 12:51:39	2018-08-07 12:51:39
Straight quotation marks: odd number	7048089	por	“Eu vivo, sim, embora a vida arraste / entre as mais sérias e mais duras provações; / de qualquer forma, ainda respiro, podes crer / no que estás vendo."	carlosalberto	2018-08-07 12:51:39	2018-08-07 12:51:39
Quotation marks: mixed curly and straight	7048089	por	“Eu vivo, sim, embora a vida arraste / entre as mais sérias e mais duras provações; / de qualquer forma, ainda respiro, podes crer / no que estás vendo."	carlosalberto	2018-08-07 12:51:39	2018-08-07 12:51:39
English quotation marks: unopened closing mark	7050338	por	"Ah, quanto a ti, que sorte / te coube após perder tão nobre esposo? / Será que te sorriu fortuna à altura / da Andrômaca de Heitor, ou inda estás com Pirro?”	carlosalberto	2018-08-08 13:58:33	2018-08-08 13:58:33
Straight quotation marks: odd number	7050338	por	"Ah, quanto a ti, que sorte / te coube após perder tão nobre esposo? / Será que te sorriu fortuna à altura / da Andrômaca de Heitor, ou inda estás com Pirro?”	carlosalberto	2018-08-08 13:58:33	2018-08-08 13:58:33
Quotation marks: mixed curly and straight	7050338	por	"Ah, quanto a ti, que sorte / te coube após perder tão nobre esposo? / Será que te sorriu fortuna à altura / da Andrômaca de Heitor, ou inda estás com Pirro?”	carlosalberto	2018-08-08 13:58:33	2018-08-08 13:58:33
English quotation marks: unclosed opening mark	7050685	por	Cabisbaixa e em voz débil me responde: / “De todas nós a mais feliz foi Polixena, / filha de Príamo, imolada sobre a campa / de Aquiles, junto aos muros elevados / de Troia, sem assim ter conhecido / a prova degradante do sorteio, / nem cativa ter tido de habitar / a alcova senhoril do indigno vencedor."	carlosalberto	2018-08-08 16:08:58	2018-08-08 16:08:58
